,avg_n_pos_per_prev_tenure,avg_pos_len,avg_prev_tenure_len,c_name,n_pos,n_prev_tenures,tenure_len,age,beauty,blur,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise,ethnicity,face_quality,gender,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_mask,mouth_open,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain,smile,nationality,n_followers
2429,1,62,2191,Google,1,1,62,40,67.038,20.368,2.22,0.117,78.131,0.117,4.499,7.013,7.904,White,84.279,Male,None,5.3010674,-12.255026,-0.35563686,99.992,0,0.004,0.004,3.909,2.706,69.751,2.915,34.974,south_asian,1595
23790,5,1430,7213,IGT,2,1,2860,57,52.952,6.997,0.019,0.021,0.011,69.202,30.689,0.048,0.011,White,23.628,Male,None,0.84559786,2.881635,-18.910854,99.975,0,0.022,0.003,5.349,3.17,22.698,33.09,94.145,celtic_english,1594
46667,2,1065,2130,BEA Systems,1,1,1065,39,74.521,0.328,0,0.057,0,99.942,0,0,0,Asian,93.211,Male,Normal,3.565971,-2.2597716,2.0455716,0,0,100,0,4.227,1.388,23.258,7.085,88.108,east_asian,1593
5629,2,1286.25,7943,Microsoft,4,1,5145,53,53.841,97.669,1.206,0.987,11.275,39.373,19.195,26.977,0.987,White,0.006,Male,None,11.058022,-4.2141953,4.659499,99.937,0.008,0,0.054,4.726,6.251,2.226,17.8,40.768,celtic_english,1592
50060,1,92,334,Microsoft,1,1,92,18,72.2,0.363,0.022,0.076,0.318,2.577,96.95,0.022,0.034,Asian,92.761,Male,Normal,1.4840055,3.8844583,-3.3401947,0.087,0,99.91,0.003,1.609,1.862,53.218,7.799,17.213,east_asian,1591
2523,1,730,2102,Maersk Data Defence,2,1,1460,34,80.079,0.168,0.001,0.001,0.013,99.712,0.007,0.001,0.265,White,90.515,Male,None,7.433959,8.26059,-3.7000697,0,0,100,0,7.743,5.754,46.411,5.464,93.925,nordic,1590
29318,1,1155,640,Strathfield Corporate,1,1,1155,40,47.898,0.352,0.001,0,0,99.997,0.002,0.001,0,Black,10.904,Male,None,-2.2451992,-22.818779,21.50782,0,0,100,0,2.555,3.928,4.785,3.633,72.547,east_asian,1589
7973,4,273,2310,Microsoft,1,1,273,40,45.911,1.025,61.739,35.235,0.457,0.037,2.452,0.037,0.042,Black,89.216,Male,None,-6.427962,-3.2776752,-4.9878216,99.344,0,0.093,0.563,4.372,1.49,20.495,3.607,10.248,european,1588
20872,1,1065,1430,aQuantive,1,1,1065,47,53.624,0.375,0,0.002,0.001,99.996,0,0,0,White,47.212,Female,None,3.3725693,-7.960194,16.224953,0.005,0,99.995,0,15.061,3.683,20.143,19.096,87.804,celtic_english,1587
2191,1,1096,731,Telstra,2,1,2192,31,48.125,67.929,0,0.014,0.006,99.979,0,0,0,White,0.006,Male,None,11.288768,8.442622,-9.685044,0,0,100,0,0.615,4.848,24.892,2.723,97.678,celtic_english,1586
29199,1,488,90,4J Studios,1,1,488,47,62.586,0.269,0,0,0,100,0,0,0,White,93.556,Female,None,4.177493,18.16135,-1.247989,0.006,0,99.994,0,1.285,1.953,46.339,6.356,97.363,celtic_english,1585
18494,1,1979,761,SANS Fibres (AECI subsidiary),1,1,1979,54,49.582,26.576,0,0,0.001,99.987,0.001,0.01,0,Black,78.972,Male,None,0.9065385,1.5788441,1.2395384,0.001,0,99.997,0.001,0.232,2.821,5.483,0.695,87.893,celtic_english,1584
34835,3,213,4689,"Yammer, Inc.",1,1,213,47,54.634,0.196,0.001,0.004,0,99.992,0,0.002,0,Asian,42.302,Male,None,10.257844,-1.3711715,15.920524,0,0,100,0,1.016,11.314,3.676,1.063,98.017,east_asian,1583
62509,1,365,699,NIIT,1,1,365,46,56.677,1.95,0.011,5.135,0.011,90.148,4.623,0.011,0.061,White,93.996,Male,Normal,-2.9014294,-2.8929372,-0.18287489,69.749,0.153,7.305,22.793,6.881,4.482,1.736,14.082,41.021,south_asian,1582
46358,1,397,0,World Class International Ltd,1,1,397,37,58.505,0.5,0.003,1.229,0.003,98.717,0.015,0.03,0.003,White,93.174,Male,None,3.1088011,-2.927624,2.2068672,0,0,100,0,3.662,2.737,21.562,1.637,44.008,celtic_english,1581
20754,1,700,700,NCC Media,1,1,700,43,76.829,3.828,0.034,5.465,0.205,94.003,0.034,0.034,0.224,White,51.026,Female,None,6.3497863,15.719485,-14.933959,0,0,100,0,1.241,4.737,33.768,3.941,95.454,hispanic,1580
9921,1,925.6,851,Kroger,5,1,4628,39,53.595,0.456,0.001,0.051,0.033,99.913,0.001,0.001,0.001,White,42.348,Male,None,4.7722974,-6.7747188,16.699173,0.057,0,98.707,1.235,3.443,4.771,22.427,4.535,91.942,celtic_english,1579
23786,1,153,1065,Techint Group,1,1,153,40,59.327,0.526,0.014,0.006,0.002,99.915,0.002,0.056,0.004,White,93.914,Male,None,1.4441189,-1.4865249,1.5709451,0.001,0,99.861,0.138,25.57,24.374,1.143,61.65,74.822,celtic_english,1578
5984,1,1211.2,2526,Microsoft,5,1,6056,53,42.966,0.991,0,0,0,100,0,0,0,White,75.545,Male,None,10.518551,-5.782415,9.646658,0.006,0.004,99.99,0,8.21,7.239,0.953,32.716,94.666,celtic_english,1577
2927,1,319.5,669,Telstra,2,1,639,42,47.167,0.623,0.001,0.011,0.002,99.974,0.001,0.007,0.005,White,88.111,Male,None,-2.498022,-6.0453024,6.984799,0.001,0,99.998,0.001,1.064,4.811,12.087,5.751,97.694,celtic_english,1576
49829,1,670,1065,iNextrix Technologies Pvt. Ltd.,1,1,670,35,51.594,53.413,0.023,0.023,0.582,94.298,0.165,4.867,0.041,White,0.006,Male,None,3.2337885,-8.364754,5.2291646,92.707,0,3.704,3.589,1.6,9.04,12.259,0.879,62.764,south_asian,1575
50458,1,5813,1035,IT Professional Services Limited,1,1,5813,34,61.947,0.503,0,0.001,0,99.999,0,0,0,White,92.626,Male,None,5.037756,-8.955918,2.2194529,0,0,100,0,2.324,1.937,1.617,4.857,93.657,celtic_english,1574
11482,1,59,0,RebGaming,1,1,59,61,68.232,0.29,0.029,10.129,0.029,1.045,0.029,88.7,0.038,White,57.551,Female,None,-17.13359,6.003366,10.97007,47.72,0,0,52.28,4.643,1.025,3.525,2.654,7.195,celtic_english,1573
13736,1,1369,2160,Sybase,1,1,1369,44,43.681,1.246,0.002,0.036,0.002,98.899,0.904,0.002,0.154,White,91.011,Male,None,-2.472386,7.5272636,-4.672953,99.388,0,0.609,0.003,0.469,9.239,3.814,3.178,67.164,hispanic,1571
27126,3,61,3446,École Polytechnique,1,1,61,39,60.654,1.088,0.11,7.581,1.778,13.328,39.709,37.382,0.11,White,92.145,Female,None,3.9079995,1.1075456,-3.0790808,99.972,0,0.028,0,4.431,3.985,39.188,5.614,53.252,greek,1570
26793,1,153,243,Mareigua,1,1,153,35,63.504,0.657,0,0.001,0,99.991,0.001,0.006,0.001,Black,83.197,Male,None,2.625505,-14.282993,9.270412,0,0,100,0,0.881,2.239,7.893,2.186,69.617,hispanic,1569
53598,1,1430,8218,Procter & Gamble,1,1,1430,38,54.58,0.927,0.004,73.529,0.01,26.446,0.004,0.004,0.004,Asian,36.155,Male,Normal,12.425482,-13.441334,16.262184,0.428,0,84.944,14.628,0.264,7.151,8.833,20.643,95.151,celtic_english,1568
1178,1,455,1430,Deloitte/ICS Hong Kong,1,1,455,24,64.816,0.362,12.271,0.015,0.016,87.64,0.023,0.021,0.015,Asian,91.836,Male,Normal,7.6482034,5.427775,2.0224342,0,0,100,0,0.415,2.665,30.706,0.748,96.202,east_asian,1567
2303,1,1188,2099,Fletcher Building,1,1,1188,66,31.881,95.497,0.001,0.001,0.001,99.976,0.019,0.002,0.001,White,0.006,Male,None,1.2031677,-10.975146,2.5089052,0.476,0.002,0.001,99.521,3.61,9.43,50.539,3.525,81.813,celtic_english,1566
12347,1,1735,850,Memorex Telex,1,1,1735,53,47.68,1.019,0,0,0.03,99.97,0,0,0,White,89.705,Male,None,8.146627,2.682133,-3.8287196,0,0,100,0,1.174,3.691,0.857,92.188,98.779,celtic_english,1565
37944,1,393,611,Bay Technologies,1,1,393,42,51.343,3.497,0,0,0,99.959,0.04,0,0,White,88.814,Male,None,5.000532,-12.162256,5.042207,99.918,0,0.021,0.061,2.588,2.415,11.358,7.705,73.53,celtic_english,1564
2620,1,823,761,Wipro Limited,1,1,823,45,48.805,0.559,0.088,0.014,0.014,93.394,6.154,0.322,0.014,White,90.516,Male,None,0.40964484,-7.1240044,5.765517,100,0,0,0,4.561,2.469,2.303,7.293,55.358,south_asian,1563
2627,1,1095,1277,Nimbi S/A,1,1,1095,51,62.704,0.191,0.009,0.755,0.009,99.141,0.01,0.018,0.058,White,91.352,Male,None,4.9923353,1.8062603,-3.8797052,5.109,0,94.89,0.001,99.725,1.461,1.162,78.642,73.841,european,1562
34992,1,821,519,Cornet International/SalesPlus-Dendrite,1,1,821,60,48.016,0.567,0.001,0,0.001,8.351,91.646,0.001,0,White,93.059,Male,None,3.0468845,-0.18427125,2.3731492,84.519,0,0.014,15.467,0.29,12.707,2.248,3.561,4.661,celtic_english,1561
14338,1,2374.6667,1310,Microsoft,3,1,7124,51,40.546,0.586,0.001,0.002,0.001,99.98,0.001,0.015,0.002,White,20.512,Female,None,-1.3677112,-8.559869,19.846907,0,0,100,0,2.959,13.593,14.386,23.05,95.993,muslim,1560
17772,1,6086,396,Cadence Design Systems,1,1,6086,37,61.316,1.134,0.027,0.048,14.577,1.967,0.027,0.027,83.328,White,93.019,Male,Normal,5.05138,4.0898867,1.3588849,88.746,0.026,11.181,0.047,0.709,2.39,30.432,0.929,93.902,south_asian,1559
48101,1,2496,1887,Aristocrat,1,1,2496,61,73.938,2.187,0.018,0.018,0.119,86.101,13.125,0.369,0.249,White,91.162,Male,None,1.3106893,7.626601,-4.525295,99.998,0,0.001,0.001,12.42,1.736,1.154,70.383,82.007,celtic_english,1558
1734,4,397,2830,"Yammer, Inc.",1,1,397,27,44.007,0.371,0.32,0.598,3.082,83.691,0.65,5.183,6.476,Black,93.085,Male,None,4.600418,-6.2681456,1.7896998,98.039,0,1.961,0,71.225,6.642,0.572,61.372,49.292,south_asian,1557
44605,1,669,2343,Redfern Broadband Networks,1,1,669,34,78.071,1.168,0.966,0.002,0.002,99.025,0.001,0.001,0.003,White,76.918,Male,None,8.452342,23.635172,-9.886083,0,0,100,0,4.357,1.271,12.113,19.283,99.397,hispanic,1556
16100,1,305,92,Sutherland,1,1,305,57,50.469,0.929,48.823,0.016,0.029,51.098,0.012,0.012,0.012,White,0.006,Male,None,-4.289434,-12.395835,-39.243088,0.003,0,99.996,0.001,4.87,86.125,8.019,6.968,71.452,hispanic,1555
4563,1,1042.25,2891,Microsoft,4,1,4169,54,49.313,0.843,0.013,0.013,96.659,2.316,0.051,0.013,0.935,White,93.217,Male,Normal,5.164812,-0.1070273,-1.10292,100,0,0,0,34.667,47.233,0.354,19.742,22.943,celtic_english,1554
26527,1,1978,487,CIBC Capital Markets,1,1,1978,58,71.448,3.121,0,0,0.001,99.999,0,0,0,White,80.78,Male,None,6.1041713,-14.491875,8.887411,0,0,100,0,3.494,31.301,8.73,5.049,97.123,celtic_english,1553
28537,1,440.5,1065,Metso,2,1,881,34,60.607,0.363,0,0.009,0.004,99.985,0,0,0.001,Asian,91.465,Male,Normal,9.397071,-6.0562224,-1.3860272,0,0,100,0,1.654,2.918,36.727,7.367,96.718,hispanic,1552
26706,1,334,2284,"Universidad de Buenos Aires, Departamento de Tecnología y Comunicaciones",1,1,334,42,54.213,25.456,0.013,0.002,0.002,99.961,0.016,0.002,0.006,White,55.268,Male,None,4.7209764,-16.2985,9.727058,99.532,0,0.467,0,1.554,4.262,29.642,0.572,89.425,european,1551
12553,1,1795,2526,Mobius Management Systems,1,1,1795,41,47.609,1.725,0,0,0,99.901,0.099,0,0,White,93.507,Male,Normal,5.2021604,-2.534355,-0.12191802,42.667,0.004,57.099,0.231,29.067,15.287,0.651,15.049,76.13,celtic_english,1550
3449,1,182,1430,Microsoft,1,1,182,52,57.539,1.017,0,0,0.51,99.485,0,0.003,0,White,85.681,Female,None,12.426151,-4.6580915,4.3947754,0,0,100,0,20.408,13.352,6.866,72.313,98.69,celtic_english,1549
18233,1,1492,1065,JetForm,1,1,1492,46,64.059,0.373,0,0,0.004,99.992,0.002,0,0.001,White,88.589,Male,None,9.405826,4.8966765,-4.334458,0.001,0.081,3.446,96.472,15.841,0.938,3.272,64.542,95.219,celtic_english,1548
6348,1,1279,2282,Peoplebank,1,1,1279,41,58.643,3.294,0,0,0,99.975,0.024,0,0.001,White,91.404,Female,None,3.5685167,15.038965,-3.24365,100,0,0,0,8.976,26.063,0.869,61.547,58.582,celtic_english,1547
7418,1,912,2891,Harris Technology,1,1,912,43,75.301,12.051,0,0,0,99.992,0.007,0.001,0,White,57.482,Male,None,7.2511907,5.443188,-12.417382,81.347,0,18.652,0.001,0.209,5.194,9.112,3.118,95.296,celtic_english,1546
1467,1,912,396,Tarsus Distribution,1,1,912,63,75.178,0.437,0,0,0,99.995,0,0,0.005,White,76.857,Female,None,3.760149,-14.899102,11.093865,0.518,0,94.673,4.809,1.18,2.775,87.059,3.584,99.37,celtic_english,1545
14832,1,123,488,Kinetix Living,1,1,123,58,64.368,85.103,0.056,0.077,94.13,0.047,0.019,5.607,0.065,Asian,0.006,Male,None,4.9896274,-46.693443,74.67572,1.563,0.005,96.387,2.045,5.305,9.889,0.887,96.764,48.286,celtic_english,1544
18117,2,1676,1034,L'Oréal,1,1,1676,47,48.983,0.361,0,0,0,0.023,99.948,0.029,0.001,White,86.087,Male,Normal,3.4271843,-0.15250574,7.9381123,99.989,0,0,0.011,8.877,17.759,1.751,1.728,0.874,european,1542
6578,1,1127,365,Avansys,1,1,1127,43,56.56,7.25,0.16,99.691,0.003,0.016,0.127,0.002,0.002,White,70.756,Male,None,5.5223627,6.987431,-11.013862,0.051,0,8.042,91.907,1.231,7.555,14.506,3.373,77.009,muslim,1541
9297,1,456,699,Sona Okegawa Precision Forgings ltd,1,1,456,42,64.819,1.941,0,0.108,0.005,99.886,0,0,0,Black,93.687,Male,None,-2.3259654,10.281211,1.035939,91.003,0.001,8.618,0.378,18.022,5.805,1.537,3.953,95.835,south_asian,1540
11192,1,1400,1796,Sun Microsystems,1,1,1400,42,49.915,0.306,0,0,0,99.999,0,0,0.001,Asian,89.011,Male,None,0.02593252,-10.80394,6.9714785,0.001,0,99.999,0,2.051,1.485,5.657,13.751,91.298,east_asian,1539
43032,3,90,1979,FireScope,1,1,90,43,66.962,1.419,0,0,0,100,0,0,0,White,89.904,Male,None,3.747692,-0.6879579,5.220169,0.001,0,99.999,0,7.327,2.489,2.127,9.673,99.134,celtic_english,1538
14425,1,731,761,Fidelity Investments,1,1,731,41,46.976,3.615,0.001,0.001,0.001,17.843,82.153,0.001,0.001,White,88.048,Male,None,-10.995799,2.3447623,-2.6510677,100,0,0,0,23.43,3.028,0.789,14.912,4.321,south_asian,1537
22894,1,1338,396,Pico advertising,1,1,1338,44,46.918,1.002,0.002,0.065,0.002,99.869,0.032,0.008,0.021,White,84.326,Male,None,-2.8189821,-11.499446,8.71474,0.099,0,99.696,0.204,9.691,2.272,7.473,27.05,73.718,muslim,1536
6556,1,244,1186,Microsoft,1,1,244,42,90.098,0.738,0.001,0.012,0.007,99.507,0.472,0.001,0.001,White,88.962,Male,None,7.7343907,-4.0299525,4.7363734,99.961,0.022,0.001,0.016,3.309,5.103,27.577,3.14,77.134,european,1535
3616,1,487,974,Genpact Headstrong Capital Markets,1,1,487,47,57.48,1.653,0,0.113,0,99.88,0.004,0,0.002,White,79.707,Male,None,-6.695519,-4.8644104,9.412202,0,0,100,0,0.76,3.515,20.827,3.892,91.67,south_asian,1534
1076,1,996.75,365,Anheuser-Busch InBev,4,1,3987,59,52.522,0.788,0,0,0,99.997,0.002,0,0,White,88.717,Male,None,0.46265823,-2.7038472,6.965361,99.888,0,0.045,0.067,13.619,55.929,0.878,21.293,95.18,celtic_english,1533
30947,1,1795,699,Nibble,1,1,1795,61,49.101,92.413,0.001,0.001,0.001,57.376,42.576,0.001,0.046,White,0.006,Female,None,6.886123,-0.35899103,15.863376,81.258,1.01,16.131,1.601,85.133,4.636,0.942,99.696,31.798,hispanic,1532
2883,2,731,2708,Logica,1,1,731,44,62.896,0.611,0,0.007,0,99.987,0,0.006,0,White,76.86,Male,None,0.3340116,-4.159331,11.540647,0,0,100,0,1.767,1.49,21.497,9.007,70.923,celtic_english,1530
5836,1,699,2526,Compuware,1,1,699,54,46.142,1.056,0.068,0.46,0.088,50.206,48.95,0.068,0.159,Black,91.37,Male,None,9.65068,-2.2109663,1.0198634,97.417,0.006,1.158,1.418,29.931,14.905,2.211,74.013,8.866,south_asian,1529
12663,5,334,4263,SmartFocus,1,1,334,45,58.228,1.046,0.001,0.061,0.001,99.919,0.001,0.001,0.014,White,90.678,Female,None,4.586765,6.0477304,-4.405703,0,0,100,0,1.088,7.519,73.089,1.626,98.039,celtic_english,1528
24808,2,517,855,Ministério Público de Estado de Rondônia,1,1,517,43,62.192,0.357,0.089,2.187,0.303,58.999,38.128,0.089,0.205,Asian,91.475,Male,Normal,3.8664763,0.116811596,-4.091564,0.266,0.001,87.526,12.206,0.683,5.249,6.388,13.849,38.33,hispanic,1527
14708,1,92,90,Bayer,1,1,92,28,65.166,0.358,0.014,0.014,0.014,89.085,10.561,0.014,0.296,Asian,85.763,Male,None,0.7742634,-4.503604,8.5784855,0,0,100,0,1.99,5.133,3.078,13.24,87.993,east_asian,1526
10808,1,548.3333,1916,IDC,3,1,1645,40,58.758,0.084,0.018,0.002,0.002,99.822,0.008,0.001,0.147,White,17.147,Male,Normal,8.149614,-13.971705,19.911612,0,0,100,0,1.582,19.984,30.521,2.144,35.022,hispanic,1525
7046,1,151,395,Shoa,1,1,151,33,73.588,8.042,2.78,71.817,0.069,0.163,0.131,0.147,24.894,Asian,0.006,Male,None,2.0932684,-11.744285,-64.69303,0.864,97.504,1.632,0,21.781,93.918,3.885,18.327,10.749,muslim,1524
27846,1,245,5569,IMS Health,1,1,245,41,50.415,0.212,0.001,0.001,0.001,98.482,1.498,0.008,0.008,White,91.752,Male,None,-2.6998832,-6.617486,4.208575,0,0,100,0,0.346,2.096,0.507,38.584,69.654,celtic_english,1523
9626,1,1795,2161,Self-employed,1,1,1795,49,61.543,0.362,0,0,0,99.998,0,0.001,0,White,93.353,Female,None,5.4703712,-3.2503796,-0.92441744,0.115,0,99.882,0.002,26.057,3.222,2.898,12.708,88.57,celtic_english,1522
849,1,31,3867,Deutsche Welle,1,1,31,22,81.848,0.391,0,0,0,0.451,99.549,0,0,White,92.095,Female,None,7.903195,0.82727206,1.5010561,100,0,0,0,28.943,6.397,17.709,0.828,13.955,european,1521
41166,1,243,304,The Search Works,1,1,243,49,50.536,0.192,1.021,0.002,0.002,0.002,98.812,0.096,0.065,White,71.922,Male,None,-0.9509254,-1.771809,12.65524,99.999,0,0.001,0,15.319,4.47,2.762,10.017,1.631,celtic_english,1520
24041,1,671,851,Sierra Online,1,1,671,49,69.135,0.36,0.024,0.016,0.001,99.953,0.001,0.001,0.004,White,92.044,Female,None,8.664774,8.350738,-1.0835856,0,0,100,0,4.148,3.052,82.043,5.362,96.867,european,1519
11352,1,365,578,Microsoft,1,1,365,45,66.755,0.491,0,0,0.001,99.995,0,0,0.003,White,84.276,Male,None,-1.1506042,-2.3019192,9.127018,0,0,100,0,12.17,43.219,14.837,11.579,99.712,celtic_english,1518
13936,1,488,181,Escalate Inc.,1,1,488,49,70.146,1.031,0,0.003,0,99.996,0,0,0,White,56.659,Female,None,3.5964406,-6.589947,14.832548,0,0,100,0,4.285,3.533,74.672,4.293,98.706,east_asian,1517
26226,3,1430,3743,Kuehne + Nagel,1,1,1430,67,58.052,1.666,0,0,0,100,0,0,0,White,86.905,Male,None,-4.279507,5.880079,6.998568,2.983,0,95.849,1.167,25.804,4.911,4.417,17.792,85.714,european,1516
48246,1,823,1186,Cervejaria Ambev,1,1,823,48,55.93,1.101,0,0.003,0,99.074,0.921,0,0,White,19.56,Male,None,-2.3665502,-2.4031265,19.901073,99.208,0,0.792,0,16.716,4.155,2.419,63.408,52.65,greek,1515
30101,1,397,883,Clear Technologies,1,1,397,57,60.421,0.037,0,0.004,0,99.994,0,0,0.001,White,84.052,Male,Normal,7.995641,-0.13050313,7.704121,0,0,100,0,95.244,0.276,0.629,96.376,99.52,celtic_english,1514
7090,1,3135,6909,Daimler Chrysler,1,1,3135,51,68.483,0.229,0.018,0.002,0.002,99.974,0.002,0.002,0.002,White,2.914,Male,Normal,2.9183798,-3.0059283,-24.065264,0,0,100,0,12.504,2.034,1.381,87.417,8.693,hispanic,1513
44466,1,1004,1065,EMI Music,1,1,1004,49,61.045,0.279,0.063,0.002,0.002,99.379,0.002,0.551,0.002,Asian,89.572,Female,None,0.37508154,9.337254,6.5474706,0,0,100,0,2.533,12.433,64.066,7.081,99.246,celtic_english,1512
9045,1,548,245,Google,2,1,1096,31,48.713,0.767,0,0,0,99.997,0,0.003,0,White,90.5,Male,None,9.617644,1.3210325,2.2652116,0.143,0,99.846,0.012,7.257,7.691,41.466,4.445,99.499,hispanic,1511
14603,2,1430,1764,COLCOMP Microbit,1,1,1430,52,49.668,0.803,0.001,37.115,0.001,62.878,0.001,0.001,0.001,White,86.941,Male,None,6.9876785,-13.03991,6.380509,0.036,0,99.964,0,0.286,3.635,15.858,1.213,98.249,hispanic,1509
8709,1,397,275,The Backroom Sydney,1,1,397,31,60.603,0.182,0,0.002,0,99.978,0,0.019,0,Asian,94.395,Female,None,2.3030288,1.0602229,-0.46889248,0.006,0,99.994,0,1.621,31.007,1.727,26.251,94.837,celtic_english,1508
5778,1,151,61,Yahoo! Inc.,1,1,151,41,39.263,1.136,0.032,0,0,99.963,0,0,0.004,Black,87.882,Female,None,1.6695569,-1.8040342,7.1622386,0.001,0,99.999,0,67.237,9.047,1.945,76.462,99.089,south_asian,1507
8676,1,1065,700,Sanofi,1,1,1065,52,52.045,0.55,0.181,0.171,0.005,99.499,0.005,0.132,0.007,White,92.502,Male,None,7.2422404,-1.8460052,1.2341989,0.005,0,99.573,0.422,1.521,11.614,21.033,0.56,94.723,hispanic,1506
12263,1,670,424,Microsoft student partner,1,1,670,39,61.831,0.865,0.019,0.05,0.002,97.123,1.642,0.002,1.163,White,92.587,Male,Normal,4.075653,1.2728696,-2.5329747,0,0,100,0,0.893,4.271,1.613,45.866,85.147,south_asian,1505
13941,1,2649,1096,Microsoft,1,1,2649,43,48.203,45.806,0.001,0.005,0.001,99.822,0.167,0.001,0.004,White,8.644,Male,None,-5.7188244,1.6992658,-9.837705,0.001,0,93.89,6.109,1.24,15.311,10.468,2.248,76.433,celtic_english,1504
12194,1,670,1583,Microsoft,1,1,670,34,61.623,0.036,0.001,0,0,0.003,99.996,0,0,Asian,4.536,Male,Normal,-3.2598443,-3.995446,23.296368,100,0,0,0,13.688,13.198,5.244,2.195,3.714,muslim,1503
13547,1,61,1492,Integrated Health Systems (IHS),1,1,61,43,53.696,0.975,0,0,0,100,0,0,0,White,92.486,Male,None,8.501673,2.85878,0.19719951,0,0,100,0,4.593,11.309,1.016,7.456,97.363,celtic_english,1502
8117,1,700,701,YUKOS Oil Company,1,1,700,55,75.425,0.361,0.179,0.026,0.026,85.334,14.363,0.045,0.026,White,92.011,Male,None,4.033752,2.9817646,3.4502394,99.997,0,0,0.003,81.093,1.083,0.506,98.231,18.238,european,1501
6171,1,700,1492,DC Thomson,1,1,700,63,67.014,32.852,0.13,0.243,2.267,2.036,1.798,70.027,23.5,White,0.006,Male,None,-6.813584,-5.1414967,30.230553,99.335,0.592,0.044,0.029,20.892,75.535,3.341,10.871,1.255,celtic_english,1500
11946,1,1461,1795,PUMA Group,1,1,1461,36,60.024,69.343,0,0,0,99.999,0.001,0,0,White,0.006,Male,None,-7.7887316,1.5613712,10.698303,0.029,0,99.96,0.012,5.754,8.794,2.524,6.865,91.44,celtic_english,1499
9952,1,2891,2891,Viacom,1,1,2891,33,45.931,44.185,0.001,0.012,0.009,99.974,0.001,0.001,0.001,White,21.416,Male,Normal,7.52416,0.23397772,-3.1550667,84.706,6.117,8.912,0.265,0.382,1.586,0.271,62.29,99.351,celtic_english,1498
7641,1,1096,730,Level 3 Communications,1,1,1096,44,49.746,1.105,0.003,0.019,0.007,96.6,3.366,0.003,0.003,White,90.962,Male,None,-5.157157,-3.7659593,-3.9106324,100,0,0,0,0.805,3.759,14.558,1.017,47.85,celtic_english,1497
42281,1,532.8333,365,Ubisoft,6,1,3197,25,80.187,31.267,0.01,0.02,0.01,0.318,26.745,0.052,72.845,White,67.718,Male,Normal,7.4939876,-3.167107,-0.38838676,98.41,0,1.59,0,2.481,4.893,55.232,0.355,48.494,celtic_english,1496
13255,4,516,5663,Alibaba Group,1,1,516,32,62.469,0.48,0.012,0.03,0.012,87.018,12.857,0.03,0.04,Asian,90.432,Male,Normal,9.652956,0.24390738,2.4302232,100,0,0,0,28.767,2.204,1.654,40.671,36.458,east_asian,1495
40942,1,2496,609,Sequoia,1,1,2496,46,68.031,0.072,0,0,0,99.999,0,0,0,White,65.249,Male,None,7.3431396,0.7043319,12.9853,0,0,100,0,19.353,5.146,0.313,62.238,98.984,celtic_english,1494
5411,1,881,2526,SETA Corporation,1,1,881,38,63.641,0.346,0,0,0.028,99.965,0,0,0.006,White,89.079,Male,None,10.355905,-17.826124,3.375307,0,0,100,0,0.989,2.242,67.693,9.753,94.309,celtic_english,1493
37664,1,122,1004,IBM China Research Lab,2,1,244,20,72.527,0.508,0,0.001,0,99.994,0.003,0,0.002,Asian,68.854,Female,None,11.742969,-6.754404,11.002446,0,0,100,0,0.852,26.378,27.453,2.225,95.628,east_asian,1492
36790,1,335,1096,"Fermisa, S.A.",1,1,335,41,61.514,0.218,0,0.001,0,99.999,0,0,0,White,93.116,Female,None,4.5868883,-0.8164162,1.8103433,1.291,0,98.683,0.027,1.464,2.594,15.198,2.685,98.177,hispanic,1491
15530,1,822,912,Pegasus Consulting,1,1,822,43,66.221,0.361,0,0.025,0,99.462,0,0,0.513,White,89.283,Male,Normal,2.9397197,-0.49832696,6.194176,0,0,100,0,17.168,12.054,2.815,20.166,95.155,european,1490
21652,1,31,0,Bhabha Atomic Research Centre,1,1,31,33,58.824,0.397,0.003,0.089,0.003,99.903,0,0,0.001,Black,86.102,Female,None,7.359657,-14.458042,6.8274,0,0,100,0,60.065,3.787,7.369,18.813,96.13,south_asian,1489
3998,1,2176,393,Oracle,2,1,4352,49,52.113,0.36,0.012,0.336,0.469,99.089,0.012,0.033,0.049,White,82.173,Female,None,5.820852,4.4253254,-9.03755,0,0,100,0,10.106,51.043,40.504,7.342,95.615,celtic_english,1488
3908,1,518,427,Intel Corporation,1,1,518,31,61.944,0.346,0.023,0.344,0.13,0.336,56.064,43.079,0.023,White,81.41,Male,None,5.3326483,4.6167603,-9.431131,100,0,0,0,3.738,4.278,66.454,7.304,5.469,south_asian,1487
19586,1,578,4322,PACCAR,1,1,578,50,58.272,0.317,0,0,0,100,0,0,0,White,93.242,Female,None,1.6749357,-0.2346313,-2.6529844,0,0,100,0,29.058,6.915,3.406,54.048,98.375,european,1486
6399,4,850,3988,Tech Pacific,1,1,850,33,44.416,3.646,0.007,0.035,0.027,99.884,0.009,0.033,0.005,Black,93.312,Male,Normal,-2.1130803,-11.999868,0.97921085,0,0,100,0,1.561,1.731,17.483,7.404,94.281,east_asian,1485
