,avg_n_pos_per_prev_tenure,avg_pos_len,avg_prev_tenure_len,c_name,n_pos,n_prev_tenures,tenure_len,age,beauty,blur,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise,ethnicity,face_quality,gender,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_mask,mouth_open,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain,smile,nationality,n_followers
20940,1,2160,1430,"Comverse Technology, Inc.",1,1,2160,62,46.686,0.37,0,0,0,99.973,0,0,0.027,White,92.748,Male,Normal,4.830434,-1.6759105,2.189921,99.995,0,0,0.004,4.282,1.983,0.652,9.982,79.938,celtic_english,1484
61057,1,92,304,Microsoft,1,1,92,32,67.242,0.168,1.764,0.03,0.03,1.591,96.083,0.03,0.472,White,91.814,Female,Normal,5.234764,1.1918529,3.29072,99.783,0,0.003,0.214,2.594,11.49,48.195,5.674,8.785,celtic_english,1483
4345,1,699,214,Mistral Solutions Pvt. Ltd,1,1,699,39,57.253,99.995,0,0,0,0.003,99.997,0,0,White,0.006,Male,Normal,-1.3690678,-1.4908967,11.462565,100,0,0,0,11.019,99.947,0.227,5.611,1.78,south_asian,1482
2196,1,1249,1035,SRI International,1,1,1249,51,38.473,0.762,0.001,0.254,0.001,99.58,0.156,0.003,0.005,Asian,93.071,Male,None,7.066247,-0.69598335,0.28567693,99.989,0,0.011,0,1.868,28.249,1.816,87.392,49.995,east_asian,1481
45266,1,1492,8339,SITA,1,1,1492,72,64.408,0.032,0.461,0.013,1.369,97.851,0.023,0.013,0.271,White,89.87,Male,None,12.824248,-1.6447006,0.6096635,0.001,0,99.999,0,0.365,5.718,0.463,90.496,96.837,celtic_english,1480
15127,1,661.75,1977,Microsoft,4,1,2647,54,46.631,14.3,0,0.001,0,99.998,0,0,0,White,66.148,Male,None,10.639067,4.4004574,-9.033885,79.637,0.005,20.309,0.05,17.74,2.385,0.951,24.808,99.341,jewish,1479
26921,1,2738,518,Microsoft,1,1,2738,66,36.108,99.475,0,0,0,100,0,0,0,White,0.006,Male,None,-2.0970976,-2.4971187,-1.9407539,0,0,99.999,0.001,0.506,0.546,30.765,2.286,98.811,south_asian,1477
32578,1,426,2010,UUNET/Verizon Business,1,1,426,39,47.361,1.494,0,0,0.014,99.972,0.013,0,0.001,White,73.27,Male,None,2.2754254,-9.408474,12.007704,9.159,0,90.687,0.154,7.958,5.415,2.594,40.684,85.287,hispanic,1476
1321,1,1065,2983,Gartner,1,1,1065,66,51.685,0.37,0.115,1.071,0.669,88.512,0.222,0.115,9.295,White,93.286,Male,Normal,6.7189713,4.483415,0.30545545,41.527,0.06,2.235,56.177,38.596,2.784,3.238,11.807,84.322,celtic_english,1475
43369,2,701,517,World Online,1,1,701,37,73.229,0.543,0.061,0.486,4.673,84.839,0.05,9.843,0.05,White,92.176,Male,None,-4.683096,0.066880785,2.9452398,0,0,100,0,5.555,4.579,5.799,9.865,75.063,european,1474
16610,1,395,1338,Metrolico,2,1,790,44,62.207,38.711,0.005,0.014,0.005,1.937,98.022,0.003,0.013,White,43.943,Male,None,4.9943433,5.373131,-3.4455323,99.996,0,0,0.004,31.618,28.757,1.769,78.045,25.643,hispanic,1473
24278,1,701,365,Room Service,1,1,701,27,77.568,2.989,0.001,0.015,0,99.983,0,0,0,White,91.908,Male,None,7.2429934,-9.037413,-1.0178553,0.002,0,99.998,0,1.545,1.765,26.169,1.486,95.393,south_asian,1472
19666,1,609,61,National Instruments,1,1,609,39,55.217,0.672,0.001,0.001,0.001,99.042,0.711,0.205,0.04,White,54.081,Female,None,1.2377813,-6.019382,15.476957,0,0,100,0,30.157,15.011,3.823,5.68,98.895,south_asian,1471
5565,1,61,2069,Deloitte,1,1,61,34,74.223,0.321,0.004,0.357,0.041,99.469,0.004,0.004,0.121,White,57.967,Male,None,0.67515653,-20.770037,15.020158,3.434,0,96.29,0.276,8.803,1.746,14.518,22.09,86.978,european,1470
4971,4,1005.5,4838,Dell EMC,2,1,2011,52,58.833,9.489,13.707,0.204,0.938,82.721,0.807,1.596,0.027,Asian,0.006,Female,None,-4.1592865,-4.991547,58.97774,0.025,0.001,30.279,69.695,1.074,13.92,19.044,5.063,78.255,celtic_english,1469
4112,1,532.5,516,IBM,2,1,1065,59,53.563,0.36,0.003,0.003,0.47,98.756,0.003,0.535,0.23,White,72.908,Male,None,5.437306,-5.1324234,11.765919,0,0,100,0,8.886,5.774,2.459,29.36,90.605,european,1467
19174,1,562.5,1065,Adobe,2,1,1125,43,58.711,90.894,0.003,0.015,0.003,0.204,99.718,0.053,0.003,White,0.006,Male,None,-1.5238289,6.2567687,-1.2864558,99.995,0,0.005,0,9.672,2.012,3.516,14.409,17.015,south_asian,1466
20878,1,1826,792,BuyAutoParts.com,1,1,1826,42,66.907,0.036,0.001,0.047,0,99.949,0.001,0,0,White,55.236,Male,None,0.89259726,-6.026236,15.419015,0,0,100,0,51.955,16.395,2.356,60.206,98.454,south_asian,1465
2791,1,781.3333,396,Oracle,3,1,2344,47,50.884,22.286,0.051,0.051,0.051,88.255,9.221,0.56,1.811,White,47.399,Male,Dark,-0.8439578,-13.553685,12.914191,99.963,0,0.001,0.036,26.599,9.597,3.053,22.327,68.617,nordic,1464
22867,1,638,365,Corbis,1,1,638,46,60.831,75.137,0,0,0.116,99.883,0,0,0,White,0.006,Male,None,1.8329163,-2.0426316,-1.4690473,0,0,100,0,4.942,5.282,8.847,3.679,91.642,celtic_english,1463
20560,1,1065,700,SGA Production Services,1,1,1065,54,47.315,0.236,0,0,0,100,0,0,0,White,85.81,Female,None,-0.055176828,5.331586,8.688338,0.726,0,99.274,0,0.932,2.214,3.6,31.288,85.279,celtic_english,1462
8557,2,1014.6667,2223,Microsoft,3,1,3044,32,83.22,0.419,0,0,0,100,0,0,0,White,92.648,Male,None,2.5882385,-4.6746583,3.140089,0.028,0,99.949,0.023,3.195,3.862,8.789,5.532,95.201,south_asian,1461
4284,1,3287,2649,Army National Guard,1,1,3287,54,62.155,1.291,0.11,0.42,0.027,97.308,2.102,0.017,0.017,White,93.538,Male,None,-5.046706,15.465632,0.36881396,17.097,6.691,29.519,46.693,6.521,57.63,3.849,3.9,68.1,celtic_english,1460
3443,1,615.5556,516,Nokia,9,1,5540,31,56.687,95.867,0,0,0,99.977,0.022,0,0,White,0.006,Male,Normal,3.59526,-9.581008,7.2033334,99.995,0,0,0.005,23.553,0.936,1.737,59.4,75.844,muslim,1459
26537,2,120,1614,SAP Ariba,1,1,120,53,48.786,1.081,3.183,0.056,90.713,5.814,0.076,0.056,0.102,White,83.403,Male,None,2.778374,-7.226842,9.077174,0.877,94.183,4.582,0.357,60.739,1.427,0.385,97.36,65.415,european,1458
10181,1,1795,1795,Chateau Anne Group,1,1,1795,32,56.831,1.153,0,0.004,0.001,99.975,0.02,0,0,Asian,89.798,Male,None,7.074826,1.3171673,-4.2023535,0.004,0,99.996,0,0.488,5.379,17.641,2.098,42.813,east_asian,1457
8123,1,761,1461,Telenor,2,1,1522,61,34.671,1.025,0.341,0.607,0.001,99.046,0.002,0.001,0.001,White,92.47,Male,None,6.522683,2.1438422,-1.4936855,0.055,0,99.945,0.001,3.242,3.178,3.477,2.728,90.954,nordic,1456
2186,2,692.5,1583,InfoTech Group,4,1,2770,34,70.113,1.431,0.688,0.159,0.017,0.195,98.331,0.015,0.595,White,0.006,Male,Normal,-1.9571582,0.8483365,31.448933,0.594,0,77.927,21.479,56.792,8.611,0.627,10.098,1.938,muslim,1455
38627,1,731,515,Robertson & Blums Corporation1,1,1,731,45,50.971,0.361,0.7,2.467,0.02,62.356,34.417,0.02,0.02,White,83.415,Male,None,1.5951172,-4.3228035,9.418975,100,0,0,0,14.172,2.035,1.153,58.283,38.202,european,1454
7188,1,853,1005,Hire Intelligence International,1,1,853,44,70.933,0.372,0.001,0.033,0.001,99.927,0.001,0.036,0.001,White,88.636,Male,None,7.5097003,-8.5148535,5.18896,0.054,0,99.38,0.566,6.201,4.315,1.883,5.327,97.318,hispanic,1453
43753,1,761,1006,Finisar Corporation (NASDAQ: FNSR),1,1,761,48,64.947,9.325,0.168,2.572,5.998,74.82,16.311,0.066,0.066,White,92.385,Male,Normal,0.33701602,-2.9936574,0.14865223,99.917,0,0.026,0.057,1.103,4.235,42.525,5.648,6.951,muslim,1452
11300,1,2313,1186,MegaSoft,1,1,2313,59,61.098,0.861,0.006,0.002,0.001,0.066,99.923,0.001,0.002,White,0.006,Male,None,-7.263478,10.419123,-40.137203,99.993,0,0,0.007,52.374,95.179,0.422,81.538,17.997,european,1451
2435,1,1279,731,Johnson & Johnson,1,1,1279,28,63.78,0.197,0.001,0.001,0.001,86.561,0.051,0.001,13.382,Asian,76.964,Male,Normal,9.025216,-3.4845455,9.885618,0,0,100,0,10.812,10.981,5.562,86.793,92.517,east_asian,1450
5660,1,31,61,Volunteers Training Institute,1,1,31,23,61.931,1.609,0.002,0.735,0.34,98.907,0.002,0.002,0.014,Black,91.33,Male,Normal,0.39705256,4.187455,-4.752033,0.001,0,99.999,0,8.727,6.926,2.885,4.177,94.031,celtic_english,1448
32441,1,1550,3745,CRIF S.p.A.,1,1,1550,60,40.033,1.094,0.059,0.016,0.022,0.01,87.21,0.006,12.678,White,89.408,Male,None,-7.783254,-1.6078324,-4.2391644,99.949,0,0.005,0.047,29.424,2.818,1.478,2.21,2.755,european,1447
1945,1,92,912,Monolith Productions (WB Games),1,1,92,33,56.157,0.356,0.023,1.272,13.023,0.023,0.023,81.149,4.488,White,90.425,Male,Normal,6.4138417,0.890156,4.1758757,99.996,0,0,0.004,13.299,4.593,5.551,8.181,11.973,celtic_english,1446
12693,1,334,1004,Amnet Technology Pte Ltd,1,1,334,42,78.719,0.742,0.18,0.003,0.003,3.055,96.671,0.025,0.064,Asian,44.722,Male,None,4.3055706,-2.4228458,16.413746,99.993,0,0.002,0.005,0.559,2.052,26.713,2.75,48.114,south_asian,1445
60981,1,426,2982,Southern Cross Austereo,1,1,426,56,60.401,0.341,0.001,0.001,1.075,98.916,0.001,0.001,0.007,White,92.543,Female,None,7.260508,7.7821383,1.2513674,0,0,100,0,49.852,47.308,2.038,42.507,94.39,celtic_english,1444
3365,1,91,122,Kitchen Stuff Plus Inc.,1,1,91,34,56.778,1.219,0.095,0.032,0.086,98.469,1.3,0.009,0.009,White,77.604,Male,None,4.9939547,-8.41032,10.525436,96.485,0,2.018,1.497,56.638,7.434,3.102,82.46,71.976,european,1443
132,1,184,577,NASSCOM,1,1,184,40,57.412,2.247,0,0,0,100,0,0,0,White,91.513,Male,Normal,9.873934,10.234402,0.032945417,0.002,0,99.998,0,0.201,5.06,14.862,0.908,96.206,south_asian,1442
1864,1,365,974,United Nations,1,1,365,53,63.203,0.361,0,0,0,99.991,0.009,0,0,White,82.566,Female,None,0.8802585,-8.372504,9.832875,99.995,0,0.001,0.004,1.854,4.043,77.322,3.151,85.339,celtic_english,1441
128,1,913.5,942,GE,2,1,1827,23,60.014,0.36,0.079,0.252,0.079,10.045,69.031,0.079,20.435,Asian,86.769,Male,None,5.15659,-10.114272,7.162515,0,0,100,0,15.7,2.742,1.802,34.001,28.164,east_asian,1440
55124,1,62,943,Exodia IIT Mandi,1,1,62,21,83.871,0.333,0.026,0.009,0.009,98.176,1.416,0.009,0.355,White,89.811,Male,Normal,12.164814,4.642458,-1.2157258,100,0,0,0,99.454,12.458,4.622,91.921,5.278,south_asian,1439
48747,1,59,31,Microsoft,1,1,59,32,85.644,1.213,0,0,0,99.999,0,0,0,White,92.089,Male,None,3.8685708,-2.3149161,3.1155035,0,0,100,0,2.5,2.343,26.476,7.03,99.24,muslim,1438
8985,1,1430,700,Essilor Australia Pty Ltd,1,1,1430,54,60.739,0.571,0.103,0,0.002,99.895,0,0,0,White,90.869,Male,None,11.788956,1.9326673,-0.050125904,0.103,0,99.842,0.055,0.832,2.33,6.304,0.526,98.469,celtic_english,1436
9459,1,366,61,Pocket Gems,1,1,366,30,63.786,1.494,0,0,0,99.991,0,0.001,0.008,White,89.743,Male,None,0.26944584,-6.9514112,6.1241,0,0,100,0,61.37,36.292,0.943,9.05,92.606,south_asian,1435
1667,1,215,608,"MSN Communications, a TDS Company",1,1,215,44,38.347,99.301,0.011,0.001,0.001,99.943,0.038,0.005,0.001,White,0.006,Male,None,0.3164862,6.26101,-2.547273,49.472,0.006,0.539,49.983,2.447,3.458,1.757,2.514,52.867,south_asian,1434
1430,1,1583,1642,Citi,1,1,1583,59,57.929,0.387,0,0,0.005,99.995,0,0,0.001,White,3.499,Male,None,-3.5565732,-6.70168,23.732834,0.004,0,99.994,0.002,36.326,0.545,0.421,99.904,91.895,european,1433
39818,1,1277,1492,"Buhler (India) Ltd.,",1,1,1277,38,62.746,4.918,0.002,0.002,0.002,0.127,99.823,0.007,0.036,White,91.125,Male,None,-2.741642,0.6935284,3.2023752,99.653,0,0.342,0.005,10.93,2.779,11.137,23.702,35.162,south_asian,1432
46446,1,396,2071,Encore,1,1,396,53,56.582,0.635,0,0,0,99.999,0,0,0,White,31.509,Female,None,12.70078,3.0081584,-16.917814,0.013,0,99.987,0,5.222,4.36,4.079,42.025,92.139,celtic_english,1431
12456,1,1598.5,2647,Cisco,2,1,3197,37,61.267,0.441,0,0,0,99.884,0.115,0,0,Black,92.606,Male,None,3.8139174,-5.881279,2.7678564,100,0,0,0,1.292,2.86,22.088,0.619,49.604,celtic_english,1430
39921,4,699,11535,Viewpointe,1,1,699,50,34.615,76.098,0.003,0.003,0.003,99.108,0.701,0.168,0.015,White,0.006,Female,None,-1.4063128,5.6966066,-2.4756806,0.007,0,99.993,0,3.265,6.244,1.028,57.397,94.759,celtic_english,1429
17605,1,1430,2374,Call sa (now owned by Jet Multimedia),1,1,1430,35,45.115,0.588,0.004,0.011,0.001,99.961,0.02,0.001,0.001,White,77.427,Male,Normal,13.132876,-3.2241826,7.989447,100,0,0,0,2.065,6.596,8.739,12.011,82.901,european,1428
26805,1,2526,2891,Corbis,1,1,2526,57,51.835,0.172,0.066,0,0,99.931,0.001,0,0,White,91.434,Female,None,6.282741,9.254908,-3.272725,0,0,100,0,50.869,15.984,1.491,96.765,96.318,celtic_english,1427
6653,1,275,488,Syntel - Telecom Div of Arvind Mills.,1,1,275,49,57.598,2.539,0,0,0,0.001,99.998,0,0,White,5.459,Male,None,-8.60727,5.100839,-22.552109,79.847,0,20.153,0,17.55,2.166,2.876,22.126,14.737,south_asian,1426
25930,1,2160,2922,ComputerLand New Zealand,1,1,2160,48,53.129,0.458,0.001,0.094,0.338,99.556,0.001,0.008,0.001,White,87.705,Male,None,8.204399,-5.710694,5.5237703,0,0,100,0,5.676,2.092,13.214,3.071,91.356,celtic_english,1425
3583,1,1827,730,HTC,1,1,1827,31,42.825,4.489,0.383,0.042,1.227,61.894,36.371,0.042,0.042,Asian,4.04,Male,Normal,-8.852684,-15.848994,23.050053,71.796,0,28.152,0.052,44.106,95.446,1.229,39.231,62.581,european,1424
10689,1,365,548,Prosum Consulting Group,1,1,365,42,58.306,0.389,0.83,36.512,0.038,62.072,0.122,0.141,0.284,White,88.83,Male,Normal,4.111922,0.20820656,-6.1961246,0,0,100,0,5.511,13.691,39.272,1.666,90.32,muslim,1423
27838,1,1188,549,Myzus,1,1,1188,45,63.486,0.33,0.234,0.045,1.268,98.186,0.197,0.062,0.007,White,94.27,Male,None,0.744944,0.5196951,1.2182701,0,0,100,0,88.456,0.656,0.368,91.03,87.642,south_asian,1422
5274,1,1430,1430,Knight-Ridder Information,1,1,1430,53,67.804,41.249,0,0,0,100,0,0,0,White,1.721,Female,None,4.249421,-15.053787,21.509537,0,0,100,0,3.713,1.2,50.253,9.484,98.375,european,1421
30854,1,1127,1340,Contracting Company,1,1,1127,36,42.323,0.367,0,0,0,99.999,0,0.001,0,Asian,89.093,Male,None,6.628182,6.7741075,-5.199764,0,0,100,0,1.815,5.338,4.237,19.695,98.698,east_asian,1420
14367,1,486,183,LIFELONG,1,1,486,36,56.346,0.368,0,0,0,0.072,99.9,0.001,0.025,Black,93.516,Male,None,-5.70612,-3.1383212,-0.489862,100,0,0,0,0.899,2.253,46.942,0.215,28.876,muslim,1419
2951,2,760,822,Lenovo,2,1,1520,29,54.105,93.714,0.052,15.453,0.017,84.372,0.017,0.017,0.072,White,0.006,Female,None,-8.773594,-5.207607,20.399008,43.336,0,56.664,0,1.43,10.277,9.166,14.084,49.776,celtic_english,1418
5185,1,274,1827,Profit Recovery Partners,1,1,274,40,72.946,0.721,0.001,0.037,0.001,99.893,0.044,0.007,0.017,White,94.017,Male,None,-0.8503491,0.67073566,-1.4920573,0,0,100,0,12.086,1.994,5.9,33.491,43.108,hispanic,1417
40932,1,761,821,Capgemini,1,1,761,29,67.313,1.926,0.066,0.503,0.025,97.608,0.025,0.029,1.743,Black,72.682,Male,None,-3.1635532,25.623272,-11.943678,0.002,0,7.334,92.664,0.15,3.684,82.647,0.193,87.338,south_asian,1416
46894,1,242,1218,Grupo Euclides,1,1,242,29,45.239,1.23,0.013,0,0,99.98,0,0,0.005,White,49.129,Female,None,1.1057769,-1.7936151,16.087158,0,0,100,0,2.964,3.936,19.097,15.524,98.469,hispanic,1415
30036,1,1491,2677,Siemens,1,1,1491,48,50.72,0.606,0,0.001,0,99.982,0.016,0,0,White,93.741,Male,None,4.936186,2.6879725,-0.36747783,100,0,0,0,1.517,5.691,5.572,7.044,83.204,celtic_english,1414
19062,1,1309,1704,Citrix,1,1,1309,45,54.415,1.57,0.007,34.67,0.007,65.139,0.021,0.149,0.007,White,90.544,Female,None,6.400013,0.006776188,3.6635273,0.001,0,99.999,0,0.826,1.912,65.723,3.619,93.372,celtic_english,1413
6322,1,242,519,ETTACHE.COM,1,1,242,51,50.869,1.018,0,0,0,0.001,99.995,0.004,0,White,41.543,Male,Normal,-10.917722,11.771567,-15.804812,100,0,0,0,73.418,13.686,3.637,46.043,1.147,south_asian,1412
3067,2,214,669,ebbf - mindful people meaningful work,1,1,214,31,75.162,0.356,0.002,0,0,99.998,0,0,0,White,84.048,Female,Normal,16.681488,2.059064,-1.6451886,0,0,100,0,13.444,9.425,4.886,11.66,80.13,european,1411
14171,1,1461,3898,Macquarie Group,1,1,1461,30,85.194,0.715,0,0,0,99.966,0.034,0,0,Asian,77.3,Male,None,15.629949,-5.6285195,6.3993917,6.135,0,93.865,0,3.46,1.793,12.311,20.887,87.603,celtic_english,1410
34729,1,1795,62,<< Freelance >>,1,1,1795,28,58.367,0.641,0.002,0.004,0.001,99.992,0,0,0.001,White,85.328,Male,None,10.165903,-9.691421,6.030415,0,0,100,0,2.251,2.264,5.835,2.572,96.429,celtic_english,1409
164,1,762,4232,Partner Development Centre Asia Pacific,1,1,762,52,60.53,1.983,0,0,0,100,0,0,0,White,72.882,Female,None,1.8233641,12.408515,-12.073645,0.001,0,99.999,0,3.343,1.32,29.292,16.425,92.882,celtic_english,1408
33398,1,1064.6667,700,Microsoft,3,1,3194,45,41.713,95.069,0.694,0.01,0.031,8.811,90.435,0.01,0.01,White,0.006,Male,None,3.5889807,-13.117709,-2.2542698,100,0,0,0,4.844,10.491,3.274,22.106,33.646,celtic_english,1407
3171,1,366,790,Colgate-Palmolive,1,1,366,33,68.625,29.182,0.021,0.001,0.001,0.08,99.893,0.001,0.003,White,73.63,Male,None,2.6836026,-1.9880431,1.5959513,81.173,2.577,0.006,16.244,1.127,5.525,64.294,2.218,4.088,south_asian,1406
12691,2,730.6,2739,Microsoft,5,1,3653,49,69.658,26.899,0.155,1.624,0.02,57.972,40.19,0.02,0.02,White,44.733,Male,None,3.6607666,12.576137,-11.680751,2.035,0,97.947,0.018,6.174,5.155,1.694,20.941,49.832,celtic_english,1405
14247,1,113.2857,183,AIESEC Serbia,7,1,793,56,62.978,4.766,0.586,0,0.003,0.001,0.042,0,99.366,White,81.212,Male,None,16.331993,1.083945,-2.3587706,0.041,0.009,4.235,95.715,0.632,4.637,11.173,2.521,9.788,european,1404
2889,1,699,1369,Teach For America,1,1,699,39,74.109,0.983,0.009,0.108,7.069,92.572,0.223,0.009,0.009,White,90.264,Male,None,5.843417,-5.9849596,-4.349023,0.025,0,99.975,0,1.454,1.763,13,12.37,92.691,european,1403
8028,1,638,1461,babalouie,1,1,638,46,51.639,0.922,12.446,0.153,0.153,44.598,41.801,0.623,0.226,White,13.09,Male,None,15.813203,0.390934,19.522274,81.631,0.157,8.848,9.363,37.242,9.046,0.648,7.574,33.831,celtic_english,1402
4138,1,276,61,Alcheringa,1,1,276,32,53.826,7.585,9.503,4.156,0.015,86.024,0.015,0.015,0.271,Black,54.31,Male,None,2.6361184,-12.142691,14.4184265,0,0,100,0,2.992,43.721,1.767,7.135,91.776,south_asian,1401
10410,1,1400,700,Tequila Software Inc,1,1,1400,57,50.528,32.66,0.001,0.005,0.008,99.584,0.001,0.402,0.001,White,70.941,Male,None,0.21664079,-2.0045676,-0.025460383,1.009,1.201,58.078,39.712,4.301,11.049,33.505,9.411,95.295,celtic_english,1400
26658,5,609,3621,Canon,1,1,609,55,73.963,0.12,0.017,0.001,0.001,96.43,0.001,0.001,3.548,White,90.275,Female,None,5.182891,13.670504,-4.846717,0,0,100,0,2.905,2.74,22.497,22.477,98.342,european,1399
705,1,395,670,Software Box Ltd,1,1,395,46,66.767,1.18,0.021,0.002,0.004,99.972,0,0,0,White,82.639,Male,None,17.622715,-0.271868,-1.0001147,0,0,100,0,0.589,2.437,25.128,3.15,99.307,celtic_english,1398
6890,1,822,761,Learnmark,1,1,822,31,59.364,0.36,0.013,0.019,0.013,0.253,89.267,0.017,10.418,Asian,94.344,Male,Normal,2.8633163,-0.7961168,0.25298336,100,0,0,0,6.843,4.467,71.342,1.465,7.707,east_asian,1397
40442,1,731,762,GE Capital,1,1,731,43,61.769,0.543,0.004,0.035,98.801,0.403,0.004,0.578,0.175,White,22.443,Male,None,-10.253969,2.5542355,-18.746069,100,0,0,0,26.183,3.223,3.457,65.606,83.897,south_asian,1396
993,1,1096,1096,Field Engineer,1,1,1096,41,61.378,0.723,0.496,0.774,0.075,3.325,94.728,0.526,0.075,White,89.486,Male,None,3.5238564,-4.534225,-5.8024807,99.999,0,0.001,0,4.989,3.386,7.199,1.562,4.24,african,1395
15896,1,1004,1430,Samba Digital Media,1,1,1004,40,60.07,0.421,0,0.001,0,0.012,99.986,0.001,0,White,38.808,Male,Normal,5.0876904,-6.0835037,17.123701,99.954,0,0,0.046,38.635,17.711,1.764,7.117,3.591,european,1394
10588,3,151,2040,Deloitte UK,1,1,151,47,75.848,0.297,0.001,0.002,0.012,99.969,0.001,0.014,0.001,White,89.352,Male,None,8.864902,-3.124212,4.012151,0,0,100,0,49.076,4.658,0.746,78.706,96.102,celtic_english,1393
3397,1,518,2068,Sky,1,1,518,59,51.17,1.077,29.055,6.332,0.021,42.914,20.697,0.021,0.959,White,0.24,Male,Normal,-16.889257,-12.153817,-26.789171,7.282,49.167,0.044,43.507,53.807,98.137,0.566,58.888,11.903,celtic_english,1392
42361,1,1095,334,GE,1,1,1095,44,41.559,35.935,0.002,0.002,0.002,99.353,0.623,0.003,0.016,White,52.325,Male,None,7.6989193,1.1105247,2.361858,99.59,0,0.02,0.39,3.23,3.679,4.175,1.452,84.764,hispanic,1390
9693,1,121,1003,Deloitte,1,1,121,49,54.957,99.44,0.003,0.001,0,0.003,99.987,0,0.005,White,0.006,Male,Dark,-0.73808473,-0.07701812,-6.0506144,99.907,0,0.009,0.084,58.255,9.61,0.696,3.785,6.246,south_asian,1389
23139,1,458,151,Microsoft,1,1,458,33,71.985,0.351,0.002,0.002,0.002,57.662,41.975,0.002,0.353,Black,92.059,Male,Normal,-1.4660122,-2.5331564,4.16874,100,0,0,0,8.224,1.683,10.894,3.806,12.678,south_asian,1388
386,1,549,942,Global Brands Group (GBG),1,1,549,42,69.656,0.081,0.001,66.791,0.001,33.072,0.133,0.001,0.001,White,81.24,Male,Normal,10.339838,-1.4676207,7.996842,0,0,100,0,4.138,11.088,13.395,7.626,6.904,muslim,1387
19682,1,416,1705,WRQ,3,1,1248,50,55.285,1.106,0,0,0.001,99.999,0,0,0,White,2.969,Female,None,0.39873618,-10.635938,24.071747,0.001,0,99.999,0,1.235,4.168,12.697,2.321,99.057,celtic_english,1386
3195,1,3986,1065,NSW Taxi Council,1,1,3986,43,63.867,0.264,0,0,0.326,99.673,0,0,0,White,37.548,Female,None,5.65827,-6.548425,17.238329,0.089,0.001,99.882,0.028,10.283,2.679,11.818,39.75,91.691,celtic_english,1385
1326,1,3987,1095,Verizon Enterprise Solutions,1,1,3987,58,63.858,2.881,0.075,1.297,1.798,63.679,0.619,32.006,0.526,White,87.773,Male,None,-5.893737,-13.307822,5.663566,0,0,100,0,2.87,2.239,68.601,11.651,91.715,celtic_english,1384
26355,1,183,913,Great Plains PWA,1,1,183,49,60.684,0.982,0.059,0,0.001,99.94,0,0,0,White,92.025,Female,None,7.6622066,5.907926,-1.497396,0.001,0,99.999,0,2.276,4.175,9.277,16.074,99.201,celtic_english,1383
18914,1,501.75,1795,Sensis,4,1,2007,46,53.952,0.488,0,0,0,100,0,0,0,White,65.93,Male,None,3.9311855,-10.983834,13.379612,0,0,100,0,2.663,17.268,1.703,3.014,98.741,european,1381
7545,1,609,2251,Veritas Technologies LLC,1,1,609,25,56.562,0.428,0.01,0,0,99.987,0,0,0.003,White,79.04,Male,None,6.065486,-0.36922336,10.018509,0.036,0,1.707,98.256,1.88,6.031,32.012,15.106,94.35,celtic_english,1380
10337,1,5023,761,Microsoft,1,1,5023,28,81.195,1.401,0.186,2.279,0.067,6.692,90.387,0.322,0.067,White,7.539,Male,None,5.0458393,-6.0667534,22.14651,99.994,0,0.006,0,98.404,2.516,1.054,93.301,18.461,celtic_english,1379
30756,1,62,181,ING Australia,1,1,62,30,69.475,0.487,0.003,0.029,0.012,99.751,0.003,0.129,0.074,Asian,93.883,Male,Normal,4.342176,-5.977203,0.45391813,0.018,0,99.982,0,3.853,4.005,15.696,6.395,91.779,celtic_english,1378
10642,1,1247,4352,CLEAR Communications Limited,1,1,1247,62,40.396,94.262,2.693,0.008,0.005,97.266,0.018,0.005,0.006,White,0.006,Male,None,-3.2055273,3.6684806,0.09681195,0.001,0.001,99.998,0,3.089,7.857,1.113,10.164,64.804,celtic_english,1377
5433,1,518,2557,Microsoft,1,1,518,32,62.419,0.821,0.111,0.698,0.111,64.161,18.327,1.016,15.577,Asian,20.048,Male,Normal,1.8439751,-7.7203794,19.87503,68.822,0,0.001,31.177,17.635,1.779,4.904,13.734,24.646,south_asian,1376
6083,1,516,427,Dialogic,1,1,516,49,60.263,0.902,0,0.001,0.003,99.995,0,0,0,White,93.484,Male,None,4.687057,4.851288,0.8464935,0,0,99.952,0.047,5.172,2.971,3.033,1.313,92.075,european,1375
11595,1,1247.5,1065,Openwave Systems,2,1,2495,41,67.774,0.081,0.032,29.789,0.032,62.941,7.039,0.032,0.134,White,90.22,Female,None,5.617785,1.1082381,4.7523494,99.204,0,0.796,0,17.326,1.853,2.168,69.606,45.259,european,1374
1087,1,1673,853,Guideline,1,1,1673,64,65.899,0.361,0.006,0.006,0.091,9.205,90.681,0.006,0.006,White,89.695,Male,None,9.217368,-12.221878,3.4901333,100,0,0,0,0.569,8.883,5.392,0.352,23.053,celtic_english,1373
2576,1,730,365,Amazon,1,1,730,52,54.593,0.226,0,0,0,99.935,0.064,0,0,White,25.316,Male,None,4.510124,-12.644171,18.97302,89.275,0,10.725,0,7.394,2.231,2.264,97.153,86.155,celtic_english,1372
